id,ja,ja_alt,en,en_alt,en_variants,pos,unit,domain,level_jp,level_us,mapping,source,wiki_ja,wiki_en,wikidata,ja_basis,ja_check,flag,note
extraneous-solution,無縁解,,extraneous solution,,,noun,us-algebra-1-radicals,arithmetic,大学,Algebra 1,near,textbook,,,,editorial,—,,両辺を 2 乗して生じる余分な解。日本では「解の吟味」で落とす
square-both-sides,両辺を 2 乗する,,square both sides,,,phrase,us-algebra-1-radicals,arithmetic,大学,Algebra 1,exact,textbook,,,,editorial,—,,
dot-plot,ドットプロット,,dot plot,,,noun,us-algebra-1-statistics,statistics,中1,Algebra 1,exact,wikipedia-langlink,ドットプロット,Dot plot (statistics),Q3268533,wikipedia,ok,,日本では扱わない
stem-and-leaf-plot,幹葉図,幹葉表示,stem-and-leaf plot,stem-and-leaf graph,,noun,us-algebra-1-statistics|us-intro-statistics-descriptive-statistics,statistics,大学,Algebra 1|Intro Statistics,exact,wikidata,幹葉表示,,Q737802,wikipedia,alt:幹葉表示,wiki-redirect merged,日本の教科書では稀 ／ 同上
two-way-table,二元分割表,,two-way table,,,noun,us-algebra-1-statistics,statistics,大学,Algebra 1,near,textbook,,,,editorial,—,,クロス集計表
skewed-distribution,歪度のある分布,,skewed distribution,,,noun,us-algebra-1-statistics,statistics,大学,Algebra 1,near,textbook,,,,editorial,—,,「偏った分布」
symmetric-distribution,左右対称な分布,,symmetric distribution,,,noun,us-algebra-1-statistics,statistics,大学,Algebra 1,exact,textbook,,,,editorial,—,,
mean-absolute-deviation,平均絶対偏差,,mean absolute deviation,,,noun,us-algebra-1-statistics,statistics,大学,Algebra 1,exact,textbook,,,,editorial,—,,日本では扱わない
residual,残差,,residual,,,noun,us-algebra-1-statistics,statistics,大学,Algebra 1,exact,textbook,,,,editorial,—,wiki-disambig,大学の統計で
undefined-terms,無定義用語,点・直線・平面,undefined terms,,,noun,us-geometry-foundations,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,無定義用語
collinear-points,共線の点,,collinear points,,,noun,us-geometry-foundations,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
coplanar-points,共面の点,,coplanar points,,,noun,us-geometry-foundations,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
segment-length,線分の長さ,,segment length,,,noun,us-geometry-foundations,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
segment-addition-postulate,線分の加法公理,,segment addition postulate,,,noun,us-geometry-foundations,geometry,中1,Geometry,none,textbook,,,,editorial,—,,米国の幾何のみ
angle-addition-postulate,角の加法公理,,angle addition postulate,,,noun,us-geometry-foundations,geometry,中1,Geometry,none,textbook,,,,editorial,—,,
protractor,分度器,,protractor,,,noun,us-geometry-foundations,geometry,大学,Geometry,exact,wikipedia-langlink,分度器,Protractor,Q204984,wikipedia,ok,,小学校
adjacent-angles,隣接角,,adjacent angles,,,noun,us-geometry-foundations,geometry,大学,Geometry,near,textbook,,,,editorial,—,,日本では名前をつけない
linear-pair,一直線をなす角,,linear pair,,,noun,us-geometry-foundations,geometry,中2,Geometry,near,textbook,,,,editorial,—,,隣り合って 180° になる 2 角
postulate,公準,,postulate,,,noun,us-geometry-foundations,geometry,大学,Geometry,near,textbook,公理,Axiom,Q17736,wikipedia,ok,wiki-redirect,公理
midpoint-formula,中点公式,,midpoint formula,,,noun,us-geometry-foundations,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
classifying-angles,角の分類,,classifying angles,,,noun,us-geometry-foundations,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
straight-angle,平角,,straight angle,,,noun,us-geometry-foundations,geometry,大学,Geometry,near,textbook,,,,editorial,—,,180° の角。日本では名前を使わない
reflex-angle,優角,,reflex angle,,,noun,us-geometry-foundations,geometry,大学,Geometry,near,textbook,,,,editorial,—,,180° を超える角
inductive-reasoning,帰納的推論,,inductive reasoning,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,exact,textbook,,,,editorial,—,,
deductive-reasoning,演繹的推論,,deductive reasoning,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,exact,textbook,演繹,Deductive reasoning,Q484284,wikipedia,ok,wiki-redirect,
conditional-statement,条件文,,conditional statement,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,near,textbook,,,,editorial,—,wiki-disambig,「p ならば q」の形の命題
biconditional,双条件文,,biconditional,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,near,textbook,,,,editorial,—,,必要十分条件
two-column-proof,二段組みの証明,,two-column proof,,,noun,us-geometry-reasoning-and-proof,proof,中2,Geometry,none,textbook,,,,editorial,—,,statements と reasons の 2 列。米国の高校幾何の答案形式
paragraph-proof,段落証明,,paragraph proof,,,noun,us-geometry-reasoning-and-proof,proof,中2,Geometry,none,textbook,,,,editorial,—,,文章で書く証明
flowchart-proof,フローチャート証明,,flowchart proof,,,noun,us-geometry-reasoning-and-proof,proof,中2,Geometry,none,textbook,,,,editorial,—,,
statements-and-reasons,主張と理由,,statements and reasons,,,noun,us-geometry-reasoning-and-proof,proof,中2,Geometry,none,textbook,,,,editorial,—,,二段組み証明の列
given,与えられた条件,,given,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,near,textbook,,,,editorial,—,,証明の「仮定」。答案では Given: と書く
transitive-property,推移律,,transitive property,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,exact,textbook,推移関係,Transitive relation,Q64861,wikipedia,ok,wiki-redirect,
reflexive-property,反射律,,reflexive property,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,exact,textbook,反射関係,Reflexive relation,Q621850,wikipedia,ok,wiki-redirect,
symmetric-property,対称律,,symmetric property,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,exact,textbook,,,,editorial,—,wiki-disambig,
substitution-property,代入の性質,,substitution property,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,near,textbook,,,,editorial,—,,等しいものは置き換えられる
law-of-syllogism,三段論法,,law of syllogism,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,near,wikipedia-langlink,三段論法,Syllogism,Q107342,wikipedia,ok,,米国の幾何で名前つきで教える
law-of-detachment,肯定式,,law of detachment,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,near,textbook,モーダスポネンス,Modus ponens,Q655742,wikipedia,ok,wiki-redirect wiki-nonmath,modus ponens
by-definition,定義による,,by definition,,,phrase,us-geometry-reasoning-and-proof,proof,大学,Geometry,exact,textbook,,,,editorial,—,,
definition-of-congruence,合同の定義,,definition of congruence,,,noun,us-geometry-reasoning-and-proof,proof,大学,Geometry,exact,textbook,,,,editorial,—,,
ruler-postulate,数直線上の距離,,ruler postulate,,,noun,us-geometry-reasoning-and-proof,proof,中1,Geometry,none,textbook,,,,editorial,—,,
transversal,横断線,,transversal,,,noun,us-geometry-parallel-and-perpendicular,geometry,大学,Geometry,near,wikidata,横断線,,Q1347094,wikipedia,ok,,2 直線を横切る直線。日本では名前をつけない
alternate-interior-angles-theorem,錯角の定理,,alternate interior angles theorem,,,noun,us-geometry-parallel-and-perpendicular,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
corresponding-angles-postulate,同位角の公準,,corresponding angles postulate,,,noun,us-geometry-parallel-and-perpendicular,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
alternate-exterior-angles,外錯角,,alternate exterior angles,,,noun,us-geometry-parallel-and-perpendicular,geometry,中2,Geometry,exact,textbook,,,,editorial,—,,日本では扱わない
same-side-exterior-angles,同側外角,,same-side exterior angles,,,noun,us-geometry-parallel-and-perpendicular,geometry,中2,Geometry,near,textbook,,,,editorial,—,,
proving-lines-parallel,平行の判定,,proving lines parallel,,,noun,us-geometry-parallel-and-perpendicular,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
perpendicular-postulate,垂線の公準,,perpendicular postulate,,,noun,us-geometry-parallel-and-perpendicular,geometry,中1,Geometry,none,textbook,,,,editorial,—,,
slopes-of-parallel-lines,傾きによる平行判定,,slopes of parallel lines,,,noun,us-geometry-parallel-and-perpendicular,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
classifying-triangles,三角形の分類,,classifying triangles,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
scalene-triangle,不等辺三角形,,scalene triangle,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,wikipedia-langlink,三角形,Triangle,Q19821,wikipedia,ok,,
equiangular-triangle,等角三角形,,equiangular triangle,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,near,textbook,,,,editorial,—,,正三角形
exterior-angle-theorem,外角定理,,exterior angle theorem,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,wikipedia-langlink,外角定理,Exterior angle theorem,Q5421989,wikipedia,ok,,
sss-congruence,三角形の合同条件 SSS,,SSS congruence,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
sas-congruence,SAS,,SAS congruence,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,wiki-disambig,
asa-congruence,ASA,,ASA congruence,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,wiki-disambig,
aas-congruence,AAS,,AAS congruence,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,near,textbook,,,,editorial,—,wiki-disambig,日本では ASA に含めて扱う
hl-congruence,HL,,HL congruence,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,near,textbook,,,,editorial,—,wiki-disambig,直角三角形の合同条件（斜辺と 1 辺）
cpctc,CPCTC,,CPCTC,,,noun,us-geometry-congruent-triangles,geometry,中2,Geometry,none,textbook,,,,editorial,—,,corresponding parts of congruent triangles are congruent。証明の理由として書く定番
isosceles-triangle-theorem,二等辺三角形の定理,,isosceles triangle theorem,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
base-angles-theorem,底角定理,,base angles theorem,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
rigid-motion,合同変換,,rigid motion,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,near,textbook,,,,editorial,—,wiki-rejected,移動（平行移動・回転・対称移動） ／ wiki 除外（英語照合不一致: 別の記事）: 等長写像 → Isometry ／ en.term → Rigid transformation
prove-triangles-congruent,合同を示す,,prove triangles congruent,,,phrase,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
corresponding-parts,対応する部分,,corresponding parts,,,noun,us-geometry-congruent-triangles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
dilation,拡大・縮小,,dilation,,,noun,us-geometry-similarity,geometry,大学,Geometry,near,textbook,,,,editorial,—,,相似変換
scale-factor,拡大率,,scale factor,,,noun,us-geometry-similarity,geometry,大学,Geometry,near,textbook,,,,editorial,—,,相似比
aa-similarity,AA 相似,,AA similarity,,,noun,us-geometry-similarity,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
similarity-transformation,相似変換,,similarity transformation,,,noun,us-geometry-similarity,geometry,大学,Geometry,exact,textbook,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 行列の相似 → Matrix similarity ／ en.term → Similarity transformation
triangle-proportionality-theorem,三角形の比例定理,,triangle proportionality theorem,,,noun,us-geometry-similarity,geometry,大学,Geometry,near,textbook,,,,editorial,—,,平行線と線分の比
proportional-sides,比例する辺,,proportional sides,,,noun,us-geometry-similarity,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
indirect-measurement,間接測定,,indirect measurement,,,noun,us-geometry-similarity,geometry,大学,Geometry,near,textbook,,,,editorial,—,,影の長さで高さを測る
right-triangle-similarity,直角三角形の相似,,right triangle similarity,,,noun,us-geometry-similarity,geometry,大学,Geometry,near,textbook,,,,editorial,—,,「斜辺への垂線」
sohcahtoa,SOHCAHTOA,,SOHCAHTOA,,,noun,us-geometry-right-triangles-and-trig,trigonometry,数I,Geometry,none,textbook,,,,editorial,—,,三角比の覚え方
inverse-sine,逆正弦,,inverse sine,,,noun,us-geometry-right-triangles-and-trig,trigonometry,大学,Geometry,near,textbook,逆三角関数,Inverse trigonometric functions,Q674533,wikipedia,ok,wiki-redirect,sin⁻¹。角度を求めるときに使う。日本の高校では「三角比の表から読む」
use-inverse-trig-to-find-the-angle,角度を求めるために逆三角関数を使う,,use inverse trig to find the angle,,,phrase,us-geometry-right-triangles-and-trig,trigonometry,数I,Geometry,near,textbook,,,,editorial,—,,
solve-the-right-triangle,三角比で辺を求める,,solve the right triangle,,,phrase,us-geometry-right-triangles-and-trig,trigonometry,大学,Geometry,near,textbook,,,,editorial,—,,「直角三角形を解く」
applications-of-vectors,ベクトルの応用,,applications of vectors,,,noun,us-geometry-right-triangles-and-trig,trigonometry,大学,Geometry,near,textbook,,,,editorial,—,,幾何での扱い
intercepted-arc,切片の弧,,intercepted arc,,,noun,us-geometry-circles,geometry,中3,Geometry,near,textbook,,,,editorial,—,,内接角が切り取る弧。日本では「弧に対する」
arc-measure,弧の度数,,arc measure,,,noun,us-geometry-circles,geometry,大学,Geometry,near,textbook,,,,editorial,—,,弧の中心角の大きさ
major-arc,優弧,,major arc,,,noun,us-geometry-circles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
minor-arc,劣弧,,minor arc,,,noun,us-geometry-circles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
properties-of-chords,弦の性質,,properties of chords,,,noun,us-geometry-circles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
intersecting-chords-theorem,交わる弦の定理,,intersecting chords theorem,,,noun,us-geometry-circles,geometry,大学,Geometry,near,textbook,,,,editorial,—,,方べきの定理の一部
secant-tangent-theorem,割線と接線の定理,,secant-tangent theorem,,,noun,us-geometry-circles,geometry,大学,Geometry,near,textbook,,,,editorial,—,,方べきの定理の一部
inscribed-polygon,内接多角形,,inscribed polygon,,,noun,us-geometry-circles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
circumscribed-polygon,外接多角形,,circumscribed polygon,,,noun,us-geometry-circles,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
area-of-a-regular-polygon,正多角形の面積,,area of a regular polygon,,,noun,us-geometry-area-and-volume,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
apothem,辺心距離,,apothem,,,noun,us-geometry-area-and-volume,geometry,中1,Geometry,exact,wikidata,辺心距離,,Q508490,wikipedia,ok,,正多角形の中心から辺への距離。日本では名前がない
composite-figure,合成図形,,composite figure,,,noun,us-geometry-area-and-volume,geometry,大学,Geometry,near,textbook,,,,editorial,—,,「組み合わせた図形」
cross-section,断面,,cross section,,,noun,us-geometry-area-and-volume,geometry,大学,Geometry,exact,wikipedia-langlink,断面,Cross section (geometry),Q845080,wikipedia,ok,,
cavalieris-principle,カヴァリエリの原理,,Cavalieri's principle,,,noun,us-geometry-area-and-volume,geometry,大学,Geometry,near,wikidata,カヴァリエリの原理,,Q586686,wikipedia,ok,,日本の高校では扱わない
density,密度,,density,,,noun,us-geometry-area-and-volume,geometry,大学,Geometry,exact,textbook,,,,editorial,—,wiki-rejected,wiki 除外（数学カテゴリ外）: 密度 → Density。「密度」は数学カテゴリ配下にない
cubic-units,立方単位,,cubic units,,,noun,us-geometry-area-and-volume,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
square-units,平方単位,,square units,,,noun,us-geometry-area-and-volume,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
rigid-transformation,剛体変換,,rigid transformation,,,noun,us-geometry-transformations,geometry,大学,Geometry,near,textbook,,,,editorial,—,,合同変換
translation-vector,平行移動ベクトル,,translation vector,,,noun,us-geometry-transformations,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
composition-of-transformations,合成変換,関数の変換の合成|変換の合成,composition of transformations,,,noun,us-geometry-transformations|us-precalculus-functions|us-linear-algebra-linear-transformations,geometry|functions|linear-algebra,大学,Geometry|Precalculus|Linear Algebra,exact,textbook,,,,editorial,—,merged,
glide-reflection,映進,グライド反射,glide reflection,,,noun,us-geometry-transformations,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,日本では扱わない
image,像,,image,,,noun,us-geometry-transformations,geometry,大学,Geometry,near,textbook,,,,editorial,—,wiki-rejected,変換後の図形。P' を「P prime」と読む ／ wiki 除外（数学カテゴリ外）: 像 → (en なし)。「像」は数学カテゴリ配下にない
preimage,原像,,preimage,,,noun,us-geometry-transformations,geometry,大学,Geometry,near,textbook,像 (数学),Image (mathematics),Q860623,wikipedia,ok,wiki-redirect,変換前の図形
coordinate-rule,座標の規則,,coordinate rule,,,noun,us-geometry-transformations,geometry,中1,Geometry,none,textbook,,,,editorial,—,,"(x, y) → (x + 3, y − 2) の書き方"
rotational-symmetry,回転対称,,rotational symmetry,,,noun,us-geometry-transformations,geometry,大学,Geometry,exact,wikipedia-langlink,回転対称,Rotational symmetry,Q593950,wikipedia,ok,,
tessellation,対称テッセレーション,,tessellation,,,noun,us-geometry-transformations,geometry,大学,Geometry,near,textbook,,,,editorial,—,,敷き詰め
coordinate-proof,座標証明,,coordinate proof,,,noun,us-geometry-coordinate-geometry,geometry,数II,Geometry,near,textbook,,,,editorial,—,,座標を置いて証明する形式
write-the-equation-of-a-parallel-line,平行線の方程式を書く,,write the equation of a parallel line,,,phrase,us-geometry-coordinate-geometry,geometry,大学,Geometry,exact,textbook,,,,editorial,—,,
partition-a-segment,線分の分点,,partition a segment,,,verb,us-geometry-coordinate-geometry,geometry,大学,Geometry,near,textbook,,,,editorial,—,,内分点を求める。「partition the segment in the ratio 2:3」
composition-of-functions,関数の合成,,composition of functions,,,noun,us-algebra-2-functions,functions,大学,Algebra 2,exact,textbook,写像の合成,Function composition,Q244761,mext,ok,wiki-redirect,
one-to-one-function,一対一関数,,one-to-one function,,,noun,us-algebra-2-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
horizontal-line-test,水平線テスト,,horizontal line test,,,noun,us-algebra-2-functions,functions,数III,Algebra 2,none,textbook,,,,editorial,—,,逆関数が存在する判定
vertical-line-test,垂直線テスト,,vertical line test,,,noun,us-algebra-2-functions,functions,中1,Algebra 2,none,textbook,,,,editorial,—,,関数かどうかの判定
even-and-odd-functions,偶関数と奇関数,,even and odd functions,,,noun,us-algebra-2-functions,functions,大学,Algebra 2,exact,wikipedia-langlink,偶関数と奇関数,Even and odd functions,Q126592,wikipedia,ok,,
family-of-functions,親関数の族,,family of functions,,,noun,us-algebra-2-functions,functions,数I,Algebra 2,near,textbook,,,,editorial,—,,
piecewise-defined-function,区分的定義,,piecewise-defined function,,,noun,us-algebra-2-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
end-behavior,関数の終端挙動,終端挙動,end behavior,,,noun,us-algebra-2-functions|us-algebra-2-polynomials,functions|algebra,数III,Algebra 2,none,textbook,,,,editorial,—,merged,x → ±∞ での振る舞い。日本では「極限」で言う ／ 同上
interval-of-increase,増加区間,,interval of increase,,,noun,us-algebra-2-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
relative-maximum,相対最大値,,relative maximum,,,noun,us-algebra-2-functions,functions,大学,Algebra 2,near,textbook,,,,editorial,—,,極大値
key-features-of-a-graph,関数のグラフの特徴,,key features of a graph,,,noun,us-algebra-2-functions,functions,数I,Algebra 2,near,textbook,,,,mext,ok,,米国のカリキュラム用語
focus-of-a-parabola,放物線の焦点,,focus of a parabola,,,noun,us-algebra-2-quadratics-and-complex-numbers,algebra,大学,Algebra 2,exact,textbook,,,,editorial,—,,日本は数C
nonlinear-system,連立二次方程式,,nonlinear system,,,noun,us-algebra-2-quadratics-and-complex-numbers,algebra,大学,Algebra 2,near,textbook,,,,editorial,—,,「連立方程式（2 次）」
quadratic-regression,二次関数の回帰,,quadratic regression,,,noun,us-algebra-2-quadratics-and-complex-numbers,algebra,大学,Algebra 2,exact,textbook,,,,editorial,—,,電卓で
polynomial-function,多項式関数,多項式函数,polynomial function,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,exact,textbook,多項式函数,Polynomial function,Q1244652,wikipedia,ok,wiki-redirect,
multiplicity,多重根,,multiplicity,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,near,textbook,,,,editorial,—,,重解の重複度
multiplicity-of-a-zero,根の重複度,,multiplicity of a zero,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,near,textbook,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term の記事なし）: 重複度 (数学) → Multiplicity (mathematics) ／ en.term → (記事なし)
polynomial-long-division,多項式の長除法,,polynomial long division,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,exact,textbook,,,,editorial,—,,
turning-points,極大・極小の個数,,turning points,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,near,textbook,,,,editorial,—,,「極値」
even-and-odd-degree,偶次・奇次,,even and odd degree,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,exact,textbook,,,,editorial,—,,
polynomial-identity,多項式恒等式,,polynomial identity,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,exact,textbook,,,,editorial,—,,
sum-of-cubes,立方の和,,sum of cubes,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,exact,textbook,,,,editorial,—,,
difference-of-cubes,立方の差,,difference of cubes,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,exact,textbook,,,,editorial,—,,
descartes-rule-of-signs,デカルトの符号法則,,Descartes' rule of signs,,,noun,us-algebra-2-polynomials,algebra,大学,Algebra 2,exact,wikidata,デカルトの符号法則,,Q1379344,wikipedia,ok,,日本の高校では扱わない
vertical-asymptote,垂直漸近線,,vertical asymptote,,,noun,us-algebra-2-rational-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
horizontal-asymptote,水平漸近線,,horizontal asymptote,,,noun,us-algebra-2-rational-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
slant-asymptote,斜め漸近線,,slant asymptote,,,noun,us-algebra-2-rational-functions,functions,大学,Algebra 2,near,textbook,,,,editorial,—,,oblique asymptote
hole,穴,,hole,,,noun,us-algebra-2-rational-functions,functions,数III,Algebra 2,near,textbook,,,,editorial,—,wiki-disambig,約分で消える点（除去可能な不連続点）
rational-equation,有理方程式,,rational equation,,,noun,us-algebra-2-rational-functions,functions,大学,Algebra 2,near,textbook,,,,editorial,—,,分数方程式
inverse-variation,逆変化,,inverse variation,,,noun,us-algebra-2-rational-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,反比例
joint-variation,結合変化,,joint variation,,,noun,us-algebra-2-rational-functions,functions,大学,Algebra 2,none,textbook,,,,editorial,—,,z = kxy の形
least-common-denominator,最小公分母,,least common denominator,,,noun,us-algebra-2-rational-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
principal-root,主根,,principal root,,,noun,us-algebra-2-radical-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
graph-of-the-inverse,逆関数のグラフ,,graph of the inverse,,,noun,us-algebra-2-radical-functions,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
change-of-base,底の変換,,change of base,,,noun,us-algebra-2-exponential-and-logarithmic,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,
continuous-compounding,連続複利,,continuous compounding,,,noun,us-algebra-2-exponential-and-logarithmic,functions,大学,Algebra 2,near,textbook,,,,editorial,—,wiki-redirect wiki-rejected,e の導入。日本では扱わない ／ wiki 除外（数学カテゴリ外）: 複利 → Compound interest。「複利」は数学カテゴリ配下にない
exponential-modeling,指数関数のモデル化,,exponential modeling,,,noun,us-algebra-2-exponential-and-logarithmic,functions,大学,Algebra 2,near,textbook,,,,editorial,—,,
logarithmic-scale,対数目盛,,logarithmic scale,,,noun,us-algebra-2-exponential-and-logarithmic,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,wiki-redirect wiki-rejected,wiki 除外（数学カテゴリ外）: 対数スケール → (en なし)。「対数スケール」は数学カテゴリ配下にない
exponential-regression,指数回帰,,exponential regression,,,noun,us-algebra-2-exponential-and-logarithmic,functions,大学,Algebra 2,exact,textbook,,,,editorial,—,,電卓で
recursive-formula,再帰的公式,,recursive formula,,,noun,us-algebra-2-sequences-and-series,sequences,大学,Algebra 2,near,textbook,,,,editorial,—,,漸化式
explicit-formula,陽的公式,,explicit formula,,,noun,us-algebra-2-sequences-and-series,sequences,大学,Algebra 2,near,textbook,,,,editorial,—,,一般項
arithmetic-series,算術級数,,arithmetic series,,,noun,us-algebra-2-sequences-and-series,sequences,大学,Algebra 2,exact,textbook,等差数列,Arithmetic progression,Q170008,wikipedia,ok,wiki-redirect,
geometric-series,幾何級数,,geometric series,,,noun,us-algebra-2-sequences-and-series,sequences,大学,Algebra 2,exact,textbook,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: 別の記事）: 等比数列 → Geometric progression ／ en.term → Geometric series
sigma-notation,シグマ記法,,sigma notation,,,noun,us-algebra-2-sequences-and-series,sequences,大学,Algebra 2,exact,textbook,,,,editorial,—,,
converting-between-radians-and-degrees,弧度法と度数法の変換,,converting between radians and degrees,,,noun,us-algebra-2-trigonometry,trigonometry,大学,Algebra 2,exact,textbook,,,,editorial,—,,
coterminal-angle,共終角,,coterminal angle,,,noun,us-algebra-2-trigonometry,trigonometry,数II,Algebra 2,none,textbook,,,,editorial,—,,一般角の同じ位置にある角。日本では名前がない
trig-functions-on-the-unit-circle,単位円の三角関数,,trig functions on the unit circle,,,noun,us-algebra-2-trigonometry,trigonometry,大学,Algebra 2,exact,textbook,,,,editorial,—,,
graph-of-the-sine-function,正弦関数のグラフ,,graph of the sine function,,,noun,us-algebra-2-trigonometry,trigonometry,大学,Algebra 2,exact,textbook,,,,editorial,—,,
midline,中央線（正弦波）,,midline,,,noun,us-algebra-2-trigonometry,trigonometry,数II,Algebra 2,none,textbook,,,,editorial,—,,正弦波のグラフの中央の水平線
sinusoid,正弦波,,sinusoid,,,noun,us-algebra-2-trigonometry,trigonometry,大学,Algebra 2,near,wikipedia-langlink,正弦波,Sine wave,Q207527,wikipedia,ok,,「正弦曲線」
trig-identities,三角恒等式,,trig identities,,,noun,us-algebra-2-trigonometry,trigonometry,大学,Algebra 2,exact,textbook,三角関数の公式の一覧,List of trigonometric identities,Q273008,wikipedia,ok,wiki-redirect,
cosecant,コセカント,,cosecant,,,noun,us-algebra-2-trigonometry,trigonometry,大学,Algebra 2,near,textbook,三角関数,Trigonometric functions,Q93344,wikipedia,ok,wiki-redirect,csc = 1/sin
cotangent,コタンジェント,,cotangent,,,noun,us-algebra-2-trigonometry,trigonometry,大学,Algebra 2,near,textbook,三角関数,Trigonometric functions,Q93344,wikipedia,ok,wiki-redirect,cot = 1/tan
empirical-rule,経験則,,empirical rule,,,noun,us-algebra-2-probability-and-statistics,probability,数B,Algebra 2,near,textbook,,,,editorial,—,wiki-rejected,68-95-99.7 ルール ／ wiki 除外（数学カテゴリ外）: 経験則 → Rule of thumb。Rule of thumb（経験則一般）
independent-events,独立事象,,independent events,,,noun,us-algebra-2-probability-and-statistics,probability,大学,Algebra 2,exact,textbook,,,,editorial,—,,
permutations-and-combinations,順列と組合せ,,permutations and combinations,,,noun,us-algebra-2-probability-and-statistics,probability,大学,Algebra 2,exact,textbook,,,,editorial,—,,
sampling-methods,標本抽出法,,sampling methods,,,noun,us-algebra-2-probability-and-statistics,probability,大学,Algebra 2,exact,textbook,,,,editorial,—,,
observational-study,観察研究,,observational study,,,noun,us-algebra-2-probability-and-statistics,probability,大学,Algebra 2,exact,textbook,,,,editorial,—,,
